created_at,hashtags,favorite_count,id,lang,retweet_count,reweet_id,retweet_screen_name,text,tweet_url,user_screen_name,user_followers_count,user_friends_count,user_location,user_verified
Thu Apr 23 00:00:06 +0000 2020,,0,1253111369597095936,en,1,1253099520323436549,mattlabelle,"RT @mattlabelle: My mom has Noahs toddler bed all good to go once social distancing is over.

All she needs now is TML bedsheets and wel",https://twitter.com/NanananaBrown/status/1253111369597095936,NanananaBrown,1006,982,"Toronto, Ontario",false
Thu Apr 23 00:00:06 +0000 2020,,0,1253111369072869381,en,72,1253096832923774977,Porsche,"RT @Porsche: We finished the race strong. Thanks to generous bidders, our 911 Speedster auction raised $500,000. Porsche is adding to that",https://twitter.com/runcoachphil/status/1253111369072869381,runcoachphil,1023,87,"Ottawa, Canada",false
Thu Apr 23 00:00:10 +0000 2020,Covid19,0,1253111386198233089,en,16,1253044062464114688,CityCynthia,"RT @CityCynthia: Updated number on #Covid19 spread in Long Term Care homes: 127 outbreaks, 1,985 residents infected and 957 staff have test",https://twitter.com/brmf_rm/status/1253111386198233089,brmf_rm,4599,4385,"Ontario, Canada",false
Thu Apr 23 00:00:10 +0000 2020,,0,1253111386554732546,en,47,1253092511511457793,CityCynthia,"RT @CityCynthia: This photo is heartbreaking, absolutely heartbreaking.  ",https://twitter.com/angelasaysmile/status/1253111386554732546,angelasaysmile,242,331,"Ontario, Canada",false
Thu Apr 23 00:00:17 +0000 2020,,0,1253111415927431168,en,301,1253080960247173130,joncoopertweets,RT @joncoopertweets: Good God. @mayoroflasvegas has got to be the STUPIDEST mayor in the country. But she's not stupid enough to put her OW,https://twitter.com/fugazidrumpf/status/1253111415927431168,fugazidrumpf,17,65,Montreal,false
Thu Apr 23 00:00:26 +0000 2020,,0,1253111453218897928,en,53,1252994260116348928,tylerwatt90,RT @tylerwhat16: Fantastic news for post-secondary students! Prime Minister @JustinTrudeau announced new $9 billion Canada Emergency Studen,https://twitter.com/SteveCoville/status/1253111453218897928,SteveCoville,1674,2213,"Kingston, Ontario",false
Thu Apr 23 00:00:41 +0000 2020,,0,1253111515751866371,en,22,1253035761080971265,OslerHealth,"RT @OslerHealth: To ensure our highly-skilled frontline staff are working where they are needed most in our hospitals, we have decided to t",https://twitter.com/Temovon99/status/1253111515751866371,Temovon99,147,331,"Caledon,Ontario",false
Thu Apr 23 00:00:42 +0000 2020,,0,1253111519862087680,en,174,1253086577108058112,sbg1,"RT @sbg1: Dr. Trump has now said multiple times that 'there is a very good chance covid doesn't come back' in the fall.

This is not, as fa",https://twitter.com/ConradKnauer/status/1253111519862087680,ConradKnauer,1102,1457,"Saskatoon, SK, Canada",false
Thu Apr 23 00:00:45 +0000 2020,,0,1253111533254709253,en,24,1253107605360254977,WestWingReport,"RT @WestWingReport: By know everyone (other than the most die-hard members of the Trump cult) knows his claim of hiring only ""the best"" is",https://twitter.com/adeleatplay/status/1253111533254709253,adeleatplay,656,699,"Ontario, Canada",false
Thu Apr 23 00:00:46 +0000 2020,,0,1253111536786309121,en,25463,1253084269347561474,DonaldJTrumpJr,RT @DonaldJTrumpJr: After the pandemic passes and we can fire up our economic engine Im truly looking forward to watching @realDonaldTrump,https://twitter.com/mandof5_dan/status/1253111536786309121,mandof5_dan,256,214,"Timmins, Ontario",false
Thu Apr 23 00:00:48 +0000 2020,Trump StephenMoore,0,1253111545690820613,en,87,1252970147842863105,mog7546,"RT @mog7546: #Trump Advisor #StephenMoore ORGANIZED Coronavirus LOCKDOWN PROTEST

Moore claimed that the unidentified donor told him, I pr",https://twitter.com/JanRavensbergen/status/1253111545690820613,JanRavensbergen,1595,4969,"Montreal, Quebec, CANADA",false
Thu Apr 23 00:00:52 +0000 2020,VolunteerAppreciationWeek,0,1253111562384138247,en,7,1252970238519451652,anabailaoTO,"RT @anabailaoTO: As we celebrate #VolunteerAppreciationWeek, I want to recognize Toronto's bike brigade - 200 volunteers who have signed up",https://twitter.com/Bloorcourt_BIA/status/1253111562384138247,Bloorcourt_BIA,1149,986,"Toronto, Ontario",false
Thu Apr 23 00:00:59 +0000 2020,,0,1253111591450492933,en,1,1253089068126109696,CGriwkowsky,RT @CGriwkowsky: Greatest threat continues to be the flood. The COVID-19 case has been appropriately dealt with,https://twitter.com/JDignum/status/1253111591450492933,JDignum,2019,5001,Calgary,false
Thu Apr 23 00:00:59 +0000 2020,Senior Isolation COVID19,0,1253111592037896192,en,4,1253025066234908673,HelpAgeCA,"RT @HelpAgeCA: We are grateful to receive $40,000 from @PWRDF as we work together to address #Senior #Isolation during #COVID19 in . We a",https://twitter.com/Mike_EH_52/status/1253111592037896192,Mike_EH_52,1626,457,"HALIFAX,NS",false
Thu Apr 23 00:00:58 +0000 2020,,0,1253111587587702789,en,3832,1253045085681389568,DanCrenshawTX,"RT @DanCrenshawTX: No. No. No. 

Should guidelines for masks in confined spaces be emphatically promoted? Absolutely. 

But we will NEVER s",https://twitter.com/Simplyred4x4/status/1253111587587702789,Simplyred4x4,1940,2503,"Val Caron, Ontario, Canada",false
Thu Apr 23 00:01:00 +0000 2020,,0,1253111595745435648,en,9,1252966147235799040,ianjamesyoung70,RT @ianjamesyoung70: PM Scott Morrison put the record straight on Tuesday when he said Chinese-Australians were one of the greatest defenc,https://twitter.com/TheFallingStar/status/1253111595745435648,TheFallingStar,733,3237,"Vancouver, Canada",false
Thu Apr 23 00:01:11 +0000 2020,Airbnb,0,1253111642101080065,en,24,1253084749284999180,barnstablewatch,"RT @barnstablewatch: GOOD. #Airbnb investors (not the real room-sharers) ""now face financial ruin as their business model  a sort of ponzi",https://twitter.com/tmccull603/status/1253111642101080065,tmccull603,1136,2779,"Toronto, Ont. Canada",false
Thu Apr 23 00:01:11 +0000 2020,,0,1253111642239401984,en,346,1253092838650363912,Goss30Goss,RT @Goss30Goss: The scariest &amp; hardest part of this pandemic is not being able to trust your Government.,https://twitter.com/AVLCD4U2GROWITH/status/1253111642239401984,AVLCD4U2GROWITH,1048,1817,"Toronto, ON. Canada",false
Thu Apr 23 00:01:13 +0000 2020,,0,1253111650489634817,en,19,1253111160083275776,cmjackel,RT @cmjackel: Exclusive: Ontario provides PPE for correctional staff after coronavirus outbreak closes Brampton jail https://t.co/YuKIxrM5ss,https://twitter.com/DaveMitchell_3/status/1253111650489634817,DaveMitchell_3,109,193,"Sarnia, Ontario",false
Thu Apr 23 00:01:12 +0000 2020,,0,1253111646601580544,en,2,1253086177294516231,MarlaCharendoff,"RT @MarlaCharendoff: I have a suggestion for all governments. Next time there is an epidemic, treat it as a pandemic right away. Close all",https://twitter.com/DylanDubeault/status/1253111646601580544,DylanDubeault,1043,3722,"Cochrane, Ontario",false
Thu Apr 23 00:01:15 +0000 2020,,0,1253111658651750401,en,6,1252929251470442496,BlackHealthCAN,"RT @BlackHealthAll: Its absolutely essential, as it has always been, that we have comprehensive data to fully understand and in turn resp",https://twitter.com/health_commons/status/1253111658651750401,health_commons,465,409,"Toronto, Ontario, Canada",false
Thu Apr 23 00:01:36 +0000 2020,,0,1253111747449368576,en,19395,1253041723510587394,joshtpm,"RT @joshtpm: Las Vegas Mayor offers city as ""control group"", ""we offer to be a control group"" to see how many people die without social dis",https://twitter.com/brendanshowbiz/status/1253111747449368576,brendanshowbiz,9065,994,Montreal,false
Thu Apr 23 00:01:39 +0000 2020,,0,1253111760103469057,en,66,1253023650883596288,SoniaSAslam,"RT @SoniaSAslam: .@VancouverPD need your help after an elderly Asian man was assaulted in a ""racially motivated"" attack. Happened last mont",https://twitter.com/WayneMassop/status/1253111760103469057,WayneMassop,102,332,"Vancouver, BC, Canada",false
Thu Apr 23 00:01:47 +0000 2020,,0,1253111792479416320,en,7,1253097212709658624,LiveSquawk,"RT @LiveSquawk: US Health Official Fauci: We Will Have Covid-19 In The Fall, Whether Big Or Small Will Depend On Our Response",https://twitter.com/jmorbey123/status/1253111792479416320,jmorbey123,306,1733,"Toronto, Ontario",false
Thu Apr 23 00:01:59 +0000 2020,,0,1253111843813494784,en,11209,1252819268137185281,Redfuzz98,"RT @Redfuzz98: I'm not one who writes alot on here but I've been working 16hours shifts in ICU, please stay home, this is no joke.",https://twitter.com/laddi_las/status/1253111843813494784,laddi_las,114,260,"Toronto, Ontario",false
Thu Apr 23 00:02:02 +0000 2020,,0,1253111856119586818,en,4581,1253028099765293057,Ahmedmusa718,RT @Ahmedmusa718: Pls take this fake news down pls ,https://twitter.com/LeKpedekpo/status/1253111856119586818,LeKpedekpo,404,384,"Toronto, ON Canada",false
Thu Apr 23 00:02:04 +0000 2020,,0,1253111864562614272,en,1,1253102774193016833,angelaferreira,RT @angelaferreira: 10 days after Easter theres a spike in cases. Stay home. Practice social distancing. If sick and feeling the financial,https://twitter.com/msferreira_eng/status/1253111864562614272,msferreira_eng,1244,650,Vancouver,false
Thu Apr 23 00:02:09 +0000 2020,,0,1253111885819502598,en,7,1253099273266364416,Garden_Therapy,"RT @Garden_Therapy: The Importance of Gardening During the COVID-19 Pandemic
https://t.co/XUceMXYDKl https://t.co/xgepLxeA4Q",https://twitter.com/Halifaxseed/status/1253111885819502598,Halifaxseed,3515,548,"Halifax, Nova Scotia, Canada",false
Thu Apr 23 00:02:12 +0000 2020,,0,1253111898381389831,en,6,1253079228872081408,RedHandedthepod,"RT @RedHandedthepod: Its time to GET IN THE BIN! 

New merch out Thurs, 30th April - to get yourself an exclusive discount AND early acce",https://twitter.com/Nat1Alycia/status/1253111898381389831,Nat1Alycia,80,115,"Ontario, Canada",false
Thu Apr 23 00:02:13 +0000 2020,,0,1253111901468286976,en,175,1253038906850893824,PeterHotez,"RT @PeterHotez: Across America were seeing the following situation unfold for testing, tracing, surveillance. No one taking ownership. Fed",https://twitter.com/JohnGilleard/status/1253111901468286976,JohnGilleard,1884,1655,"Calgary, Alberta, Canada",false
Thu Apr 23 00:02:13 +0000 2020,StringQuartet pandemic mom,0,1253111902428958720,en,200,1253058810069073920,RoscoeLonestar,RT @RoscoeLonestar: My birfday cake. I wuz supposed to have a #StringQuartet but bc of the #pandemic only #mom was available. #EarthDayAtHo,https://twitter.com/TraceyRudolph/status/1253111902428958720,TraceyRudolph,3481,4977,"Bedford, Halifax, Sackville NS",false
Thu Apr 23 00:02:16 +0000 2020,,0,1253111914114297856,en,25,1253031632971468800,janetwagner21,"RT @JanetWagner21: No rainy day fund, eh @AndrewScheer?  Suck on it, you useless IDIOT!!",https://twitter.com/marleygh/status/1253111914114297856,marleygh,1458,4931,"Ottawa, ON",false
Thu Apr 23 00:02:16 +0000 2020,,0,1253111914227470336,en,2007,1253032530065928197,JustinTrudeau,"RT @JustinTrudeau: Whether youre a student living away from home and worried about covering your expenses, or youre a recent graduate loo",https://twitter.com/amandalatham6/status/1253111914227470336,amandalatham6,183,420,"Belleville, Ontario",false
Thu Apr 23 00:02:16 +0000 2020,dementia caregiver carepartner,0,1253111915234107394,en,14,1249870792944496641,rb33canada,RT @rb33canada: Are you a person in Canadaliving with #dementia or a #caregiver #carepartner w/ time to help w/ research related to Automa,https://twitter.com/DelfiGhazaleh/status/1253111915234107394,DelfiGhazaleh,127,233,"Toronto, Ontario",false
Thu Apr 23 00:02:27 +0000 2020,,0,1253111960415145984,en,69,1253111845331914753,NewsHour,"RT @NewsHour: ""If we dont get that lesson from this pandemic, then maybe we never will. 

- Jane Goodall sees a direct line between the g",https://twitter.com/PaulDeCampo/status/1253111960415145984,PaulDeCampo,4855,3430,"Toronto, Ontario",false
Thu Apr 23 00:02:29 +0000 2020,COVIDIOTS,0,1253111969244237824,en,24,1253110237583806465,gorskon,RT @gorskon: I love these photos. These faux tough guy #COVIDIOTS would crap their pants if they had to do what nurses do taking care of #C,https://twitter.com/Anton_P_Nym/status/1253111969244237824,Anton_P_Nym,556,841,"London, Ontario, Canada",false
Thu Apr 23 00:02:30 +0000 2020,,0,1253111973207834632,en,16692,1253043528936103936,attackerman,"RT @attackerman: When asked if she would put herself on the casino floor with the workers shed be endangering, the mayor dodges before say",https://twitter.com/DaveWoodX/status/1253111973207834632,DaveWoodX,1211,963,"Bradford, ON, Canada",false
Thu Apr 23 00:02:37 +0000 2020,,0,1253112002093789184,en,137,1253101977808101376,ReallyKW,"RT @ReallyKW: Lori (@Lori61387 )just replied to my tweet. :  ""Id like to see a reporter, just once, preface their question with a complime",https://twitter.com/barbmic/status/1253112002093789184,barbmic,12621,13136,Vancouver ,false
Thu Apr 23 00:02:36 +0000 2020,,0,1253111997979377670,en,87,1253083539026833409,nspector4,RT @nspector4: New Zealand announced mandatory self-isolation of all arriving passengers one month before your former boss finally woke up,https://twitter.com/jmwensley/status/1253111997979377670,jmwensley,667,1174,"Toronto, Ontario",false
Thu Apr 23 00:02:44 +0000 2020,,0,1253112032116781057,en,57,1252984498284908549,AbhijeetMonet,"RT @AbhijeetMonet: ""Now we are at a crossroads that was forced upon us by the pandemic. Its a once-in-a-lifetime chance to jumpstart the e",https://twitter.com/BurntNortonENV/status/1253112032116781057,BurntNortonENV,68,184,"Hamilton, Ontario",false
Thu Apr 23 00:02:47 +0000 2020,Airbnb affordablehousing Topoli,0,1253112044481589251,en,12,1252935930089963521,Fairbnbcanada,"RT @Fairbnbcanada: Who would have thought?

#Airbnb #affordablehousing #Topoli",https://twitter.com/katheaney/status/1253112044481589251,katheaney,952,1698,"Toronto, Ontario",false
Thu Apr 23 00:02:55 +0000 2020,,0,1253112078799376386,en,1875,1252997260247515136,ida_skibenes,"RT @ida_skibenes: What does Denmark, Iceland, Finland, Germany, New Zealand, Norway and Taiwan have in common? 

Low coronavirus death rate",https://twitter.com/JohnAlksnis/status/1253112078799376386,JohnAlksnis,205,661,"Winnipeg, Manitoba",false
Thu Apr 23 00:02:55 +0000 2020,,0,1253112078660857857,en,15890,1253081364666159104,RepAdamSchiff,"RT @RepAdamSchiff: We all hope, again and again, that weve seen the worst this President has to offer.

And then he sinks lower.

If Trump",https://twitter.com/secklund3/status/1253112078660857857,secklund3,111,300,"Vancouver, WA",false
Thu Apr 23 00:02:56 +0000 2020,infectiousdiseases publichealth,0,1253112082863493120,en,16,1253111934188023808,KrutikaKuppalli,RT @KrutikaKuppalli: Can someone explain why we are listening to politicians over #infectiousdiseases &amp; #publichealth experts or those with,https://twitter.com/spookybun/status/1253112082863493120,spookybun,196,48,"Vancouver, British Columbia",false
Thu Apr 23 00:03:00 +0000 2020,EarthDay COVID19,0,1253112099108241410,en,3,1252945398982983680,ottriverkeeper,"RT @ottriverkeeper: Happy #EarthDay! During #COVID19, news outlets have reported that people have stockpiled plastic water bottles. However",https://twitter.com/SSkoutajan/status/1253112099108241410,SSkoutajan,1099,2596,Ottawa,false
Thu Apr 23 00:03:02 +0000 2020,,0,1253112107035484161,en,9821,1253085875161923584,AshleyRParker,"RT @AshleyRParker: Trump just marched CDC director Redfield out to claim he was misquoted by the WaPo. But in fact, Redfield just confirmed",https://twitter.com/spicygarage/status/1253112107035484161,spicygarage,419,78,"Toronto, Ontario",false
Thu Apr 23 00:03:09 +0000 2020,,0,1253112136940822531,en,8,1253024113989488643,DurhamDSB,"RT @DurhamDSB: Update: We have dropped off another 6,000 non-N95 masks to @LakeridgeHealth drop off centre today.
The DDSB is proud to cont",https://twitter.com/jennwalterhouse/status/1253112136940822531,jennwalterhouse,19,65,"Oshawa, Ontario, Canada",false
Thu Apr 23 00:03:12 +0000 2020,,0,1253112146310893569,en,48,1253039641386799105,LibsInAmerica,"RT @LibsInAmerica: Health Chiefs Early Missteps Set Back Coronavirus Response

HHS Secretary Alex Azar waited for weeks to brief the presi",https://twitter.com/Feffs/status/1253112146310893569,Feffs,7611,7700,"Ottawa, Ontario, Canada",false
Thu Apr 23 00:03:16 +0000 2020,,0,1253112165738770432,en,167,1253112068456296449,jsolomonReports,RT @jsolomonReports: 'It's just too soon': Trump disagrees 'strongly' with Georgia reopening of shops amid virus fears https://t.co/hlWRaN4,https://twitter.com/FirstJimi/status/1253112165738770432,FirstJimi,256,565,"Lethbridge, Alberta",false
Thu Apr 23 00:03:22 +0000 2020,,0,1253112190803951621,en,1849,1253050759660204033,GlamLifeGuru,"RT @GlamLifeGuru: Super curious - anyone having the weirdest non corona symptoms - insomnia, vivid dreams, weird buzzing anxiety, headach",https://twitter.com/lordyeeeezus/status/1253112190803951621,lordyeeeezus,346,287,"Calgary, Alberta",false
Thu Apr 23 00:03:22 +0000 2020,,0,1253112190892224512,en,8,1253045903457427456,DernaysEbward,RT @DernaysEbward: Corona virus - Steiner - Spanish flu - viruses are excreations of a toxic cell - they happen when the cell is poisoned -,https://twitter.com/TammyJParadis/status/1253112190892224512,TammyJParadis,666,506,"Fredericton, NB",false
Thu Apr 23 00:03:23 +0000 2020,,0,1253112195514171399,en,6,1253002629614993408,JaroGiesbrecht,RT @JaroGiesbrecht: Prime Minister @JustinTrudeau says his government will continue to push legislation to ban assault-style weapons becaus,https://twitter.com/JaroGiesbrecht/status/1253112195514171399,JaroGiesbrecht,4288,2162,"Calgary, Alberta",false
Thu Apr 23 00:20:36 +0000 2020,COVID19,0,1253116528255434752,en,12,1253112925650214914,schtev69,"RT @schtev69: 8 people in the Hospital in all of Manitoba with #COVID19 

The sole reason for the lockdown was so our Hospitals could deal",https://twitter.com/zeldacanuck/status/1253116528255434752,zeldacanuck,1346,871,"Ontario, Canada",false
Thu Apr 23 00:20:40 +0000 2020,DoctorDeath,0,1253116545254985733,en,1630,1253072854884724737,tribelaw,"RT @tribelaw: #DoctorDeath takes revenge on another truth-teller 
https://t.co/nRIOTEGmHB",https://twitter.com/IgorEllyn/status/1253116545254985733,IgorEllyn,875,2971,"Toronto, Ontario",false
Thu Apr 23 00:20:46 +0000 2020,,0,1253116569636311043,en,2230,1253114868070309888,TomFitton,RT @TomFitton: Glad to see @TuckerCarlson echo concerns that this lockdown experiment is just that....an experiment. And it didn't work. ht,https://twitter.com/CooneyJeannette/status/1253116569636311043,CooneyJeannette,956,1410,"Vancouver, British Columbia",false
Thu Apr 23 00:20:45 +0000 2020,,0,1253116566025015296,en,289,1252741010305634304,MdRapske,RT @MdRapske: Just called the 15th patient in my practice from @Cargill @TownOfHighRiver today who is covid +. I suspect we must have betwe,https://twitter.com/jensgun/status/1253116566025015296,jensgun,240,363,"Edmonton, Alberta",false
Thu Apr 23 00:20:47 +0000 2020,,0,1253116574912909312,en,1678,1253086214044827648,davidaxelrod,"RT @davidaxelrod: This poor CDC director is torn between science, his sense of duty and the man looming over his shoulder.",https://twitter.com/ChinJ88/status/1253116574912909312,ChinJ88,46,93,"Markham, Ontario",false
Thu Apr 23 00:20:49 +0000 2020,,0,1253116582596935681,en,280,1252778969222524929,SenatorHousakos,"RT @SenatorHousakos: We arent allowed to know actual numbers or whether these are violent offenders, at a time when law abiding citizens a",https://twitter.com/JRTG13/status/1253116582596935681,JRTG13,230,401,"Toronto, Ontario",false
Thu Apr 23 00:20:58 +0000 2020,,0,1253116620710580224,en,238,1253106964785172487,OMGno2trump,"RT @OMGno2trump: Here's an inteligence test:

Trump:  there's a chance there will be no COVID-19 this fall

Dr. Fauci:  we will definitely",https://twitter.com/Alvildenettle/status/1253116620710580224,Alvildenettle,117,952,"Ontario,Canada",false
Thu Apr 23 00:20:59 +0000 2020,,0,1253116624649011201,en,1,1253112148928184322,NrinderWard3,RT @NrinderWard3: Data is one of the most important tools we have to help understand who &amp; how different groups are impacted by COVID-19. D,https://twitter.com/mpbrow/status/1253116624649011201,mpbrow,890,1861,"Binbrook, Ontario, Canada",false
Thu Apr 23 00:21:00 +0000 2020,,0,1253116628838969344,en,17583,1253114093994602496,charliekirk11,RT @charliekirk11: RT if you're sick of politicians forcing America to stay home without a paycheck while they still get paid to do nothing,https://twitter.com/CooneyJeannette/status/1253116628838969344,CooneyJeannette,956,1410,"Vancouver, British Columbia",false
Thu Apr 23 00:20:59 +0000 2020,,0,1253116624158306304,en,9,1252858061783351296,trapdinawrpool,RT @trapdinawrpool: Parallel between feudalism with the bubonic plague &amp; capitalism with the coronavirus - Richard Wolff - YouTube https://,https://twitter.com/Smolleadernim/status/1253116624158306304,Smolleadernim,338,750,"Toronto, Ontario",false
Thu Apr 23 00:21:03 +0000 2020,,0,1253116642281902082,en,4,1253113545845342214,Mikeggibbs,"RT @Mikeggibbs: We have two choices.

1. Mass testing for asymptomatic 

2. Indefinite lock-down",https://twitter.com/SuzieqVayglo/status/1253116642281902082,SuzieqVayglo,900,2101,"Ontario, Canada",false
Thu Apr 23 00:21:05 +0000 2020,,0,1253116650351706114,en,3035,1253087678809149441,TeaPainUSA,"RT @TeaPainUSA: Trump says that the Coronavirus is ""gone"" and ""may not come back.""   Why won't the press call him out on this deadly propag",https://twitter.com/jmpilon/status/1253116650351706114,jmpilon,133,280,Montreal,false
Thu Apr 23 00:21:08 +0000 2020,,0,1253116662863151105,en,92,1253116587957194753,drmikehart,"RT @drmikehart: Non-peer reviewed evidence indicates that CBD may be effective for fighting the coronavirus. 

Researchers concluded that C",https://twitter.com/Nuckslife/status/1253116662863151105,Nuckslife,705,738,"Vancouver, British Columbia",false
Thu Apr 23 00:21:09 +0000 2020,,0,1253116666608746497,en,1221,1253076379731664910,MSNBC,"RT @MSNBC: BREAKING: Dr. Rick Bright, director of the federal office involved in a coronavirus vaccine, says he was reassigned after questi",https://twitter.com/girlygirl1919/status/1253116666608746497,girlygirl1919,3209,4983,"Ontario, Canada",false
Thu Apr 23 00:21:12 +0000 2020,Happiness Lockdown,0,1253116679745351680,en,15,1252888268536008704,GaneshR6,"RT @GaneshR6: #Happiness trending on the web relieving hundreds of people of all the #Lockdown stress and anxiety, creating positive, peace",https://twitter.com/prmtrathod/status/1253116679745351680,prmtrathod,43,44,"Kitchener, Ontario",false
Thu Apr 23 00:21:27 +0000 2020,,0,1253116742261518344,en,446,1253110795237339136,yashar,"RT @yashar: 1. NEW: Seven more big cats test positive for coronavirus at @BronxZoo 
The zoo confirms that four more tigers &amp; three lions ha",https://twitter.com/RoxanaSato/status/1253116742261518344,RoxanaSato,313,279,"Toronto, Canada",false
Thu Apr 23 00:21:32 +0000 2020,,0,1253116762784030720,en,3,1253086069953720320,darin_thompson,"RT @darin_thompson: So cool, Team TRU Law! ",https://twitter.com/shannonnsalter/status/1253116762784030720,shannonnsalter,7324,5989,Vancouver,false
Thu Apr 23 00:21:34 +0000 2020,COVID19 NewYork,0,1253116771961372674,en,5365,1253017628911628290,brian_schnee,"RT @brian_schnee: Confirmation of #COVID19 in two pet cats in #NewYork

""At this time, routine testing of animals is not recommended."" - @U",https://twitter.com/mattytoophatty/status/1253116771961372674,mattytoophatty,694,1566,"Toronto, Canada",false
Thu Apr 23 00:21:34 +0000 2020,COVID19,0,1253116771638394882,en,11,1253114142753423360,thewoodhuntress,"RT @thewoodhuntress: #COVID19 Venezuela  
NO @USAID will ever be enough to treat all these people 
@jguaido @carlosvecchio @JulioBorges",https://twitter.com/WellingMichael/status/1253116771638394882,WellingMichael,45880,19528,"Toronto,Canada",false
Thu Apr 23 00:21:35 +0000 2020,COVID19,0,1253116775287398402,en,5,1253005841223036929,GreenpeaceCA,"RT @GreenpeaceCA: We've seen what our collective resolve and solidarity can do to flatten the #COVID19 curve. Let's apply the same global,",https://twitter.com/reykia/status/1253116775287398402,reykia,406,937,"Ottawa, Ontario",false
Thu Apr 23 00:21:45 +0000 2020,CDC,0,1253116817561845760,en,124,1253092485863297027,mog7546,"RT @mog7546: IM ACCURATELY QUOTED

#CDC director SETS THE RECORD STRAIGHT after Trumps tantrum about coverage

Trump just marched CDC d",https://twitter.com/ClaytonRobins/status/1253116817561845760,ClaytonRobins,3057,4214,"Manitoba, Canada",false
Thu Apr 23 00:21:45 +0000 2020,,0,1253116817934962688,en,666,1253048000273883137,PierrePoilievre,RT @PierrePoilievre: Why didn't anyone ask about that in question period today? https://t.co/bZhMByb3bI,https://twitter.com/x5mike/status/1253116817934962688,x5mike,2084,3016,"Edmonton, Alberta Canada",false
Thu Apr 23 00:21:49 +0000 2020,,0,1253116834360025088,en,233,1253100027074899968,UROCKlive1,RT @UROCKlive1: So what are the odds we won't see Dr. Fauci for the rest of the week? https://t.co/EiN35RQCR5,https://twitter.com/Gee_Ray28/status/1253116834360025088,Gee_Ray28,297,1401,"Oakville, Ontario",false
Thu Apr 23 00:21:50 +0000 2020,,0,1253116838806016001,en,1064,1253107066278985734,girlsreallyrule,RT @girlsreallyrule: Trump has now managed to waste more money during the pandemic-says Thunderbirds and Blue Angels will fly over US citie,https://twitter.com/scaryfish/status/1253116838806016001,scaryfish,1397,4827,"Summerside, PEI, Canada",false
Thu Apr 23 00:21:55 +0000 2020,COVIDー19,0,1253116860352139265,en,136,1253111911593455622,BarbraStreisand,RT @BarbraStreisand: Healthcare workers are risking their lives on the frontlines of the fight against #COVID19. The Trump Administration,https://twitter.com/seamj11/status/1253116860352139265,seamj11,1330,1884,"Ottawa, Canada",false
Thu Apr 23 00:22:02 +0000 2020,,0,1253116888638296064,en,446,1253066132711518212,AdrienneBatra,RT @AdrienneBatra: This photo of a mother and daughter visiting through a window at the Orchard Villa long-term care home in Pickering - wh,https://twitter.com/saskamonkey/status/1253116888638296064,saskamonkey,154,266,"Saskatchewan, Canada",false
Thu Apr 23 00:22:04 +0000 2020,cdntech covid19,0,1253116897450745857,en,2,1253022676932845575,tron,RT @tron: Well this fucking sucks. @oneeleven_111 announces it is ceasing operations. #cdntech #covid19 https://t.co/6EavWg6SEp,https://twitter.com/jonirwin/status/1253116897450745857,jonirwin,656,1213,"Toronto, Ontario",false
Thu Apr 23 00:22:16 +0000 2020,,0,1253116947195101185,en,11,1253104833504165901,danielgilman,"RT @danielgilman: Fox News Poll show large approval for Governor, large approval for stay at home order, Biden with good size lead on Trump",https://twitter.com/janeeohara/status/1253116947195101185,janeeohara,195,914,Toronto,false
Thu Apr 23 00:22:16 +0000 2020,,0,1253116947388157953,en,14613,1253027289970823168,charliekirk11,"RT @charliekirk11: If Harvard could afford to pay Elizabeth Warren over $400,000 to teach a single class then they shouldn't be taking $9,0",https://twitter.com/meafordjim/status/1253116947388157953,meafordjim,89,187,"Meaford, Ontario",false
Thu Apr 23 00:22:16 +0000 2020,,0,1253116948247912450,en,5,1253116375083749376,alancross,"RT @alancross: This Sunday, theres a big Canadian benefit to support foodbanks during COVID-19 (UPDATED WITH NEW INFO AND START TIME)

#st",https://twitter.com/katr03/status/1253116948247912450,katr03,2611,2466,"Toronto, ON, Canada",false
Thu Apr 23 00:22:20 +0000 2020,TakeoutWednesday,0,1253116964056248320,en,7,1253064937485864965,SheLeadTheyRead,RT @SheLeadsHeReads: How Canadian is this? Stopped at @SwissChaletCA to pick up dinner for #TakeoutWednesday ... and to promote social dist,https://twitter.com/Ouch_Truth/status/1253116964056248320,Ouch_Truth,116,20,Toronto ,false
Thu Apr 23 00:22:21 +0000 2020,,0,1253116969538158599,en,8,1252994641504415749,CameronAhmad,RT @CameronAhmad: Details! https://t.co/KtgkviWAqV,https://twitter.com/UGYL/status/1253116969538158599,UGYL,812,1824,"Guelph, ON",false
Thu Apr 23 00:22:23 +0000 2020,,0,1253116977708593153,en,5197,1253083333996806145,funder,RT @funder: BREAKING: Director of office involved in making coronavirus vaccine is filing a whistleblower complaint against the Trump Admin,https://twitter.com/dianesadler5/status/1253116977708593153,dianesadler5,220,613,"Manitoba, Canada",false
Thu Apr 23 00:22:24 +0000 2020,,0,1253116978081853441,en,666,1253048000273883137,PierrePoilievre,RT @PierrePoilievre: Why didn't anyone ask about that in question period today? https://t.co/bZhMByb3bI,https://twitter.com/kenhiyadas/status/1253116978081853441,kenhiyadas,306,530," BC, Canada",false
